,recipe_id,step,description
2821,1956,1,"Combine the curds, cream, sugar, salt and ¼ cup of water in a bowl and whisk well. Keep aside."
2822,1956,2,"Heat the ghee in a broad non-stick pan, add the prepared paste and cook on a medium flame for 2 to 3 minutes."
2823,1956,3,"Add the curds-cream mixture, mix well and cook on a medium flame for 2 minutes, while stirring occasionally. Keep aside."
2824,1957,1,Heat the oil in a broad non-stick pan and add the cumin seeds.
2825,1957,2,"When the seeds crackle, add the green chillies and onions, mix well and sauté on a medium flame for 1 to 2 minutes."
2826,1957,3,"Add the sweet corn and salt, mix well and sauté on a medium flame for 1 to 2 minutes. Keep aside."
2827,1959,1,Combine the plain flour and approx. 5 tbsp of water in a bowl and mix very well. Keep aside.
2828,1959,2,Remove the crust from all the bread slices.
2829,1959,3,Roll each bread slice with the help of a rolling pin.
2830,1959,4,"Place a rolled bread slice on a clean, dry surface, spread 1 tbsp of the prepared filling at one end of the bread slice and roll it up tightly."
2831,1959,5,Apply a little plain flour-water mixture on all the sides to seal the edges completely.
2832,1959,6,Repeat steps 4 and 5 to make 11 more rolls.
2833,1959,7,"Heat the oil in a deep non-stick kadhai and deep-fry a few rolls at a time on a medium flame, till they turn golden brown in colour from all the sides. Drain on an absorbent paper."
2834,1959,8,Cut each roll diagonally into two and serve immediately with schezuan sauce or tomato ketchup.
2835,1960,1,Combine the plain flour and approx. 5 tbsp of water in a bowl and mix very well. Keep aside.
2836,1960,2,Remove the crust from all the bread slices.
2837,1960,3,Roll each bread slice with a help of a rolling pin.
2838,1960,4,"Place a rolled bread slice on a clean, dry surface and spread 1 tbsp of the prepared filling at one end of the bread slice and roll it up tightly."
2839,1960,5,Apply a little plain flour-water mixture on all the sides to seal the edges completely.
2840,1960,6,Repeat steps 4 and 5 to make 11 more rolls.
2841,1960,7,"Heat the oil in a deep non-stick kadhai and deep-fry, a few rolls at a time, till they turn golden brown in colour from all the sides."
2842,1960,8,Drain on an absorbent paper.
2843,1960,9,Cut each roll diagonally into two and served immediately with schezuan sauce or tomato ketchup.
2844,1961,1,"Instead of grating the corn cobs, 1 cup coarsely crushed corn kernels can also be used."
2845,1965,1,Arrange 6 papdis on a serving plate.
2846,1965,2,Top each papdi with 2 tsp of the corn topping and 1 ½ tsp of tomato chutney over it.
2847,1965,3,Sprinkle ½ tsp of pomegranate and 1 ½ tsp of sev over each papdi.
2848,1965,4,Repeat steps 1 to 3 to make 4 more plates.
2849,1965,5,Serve immediately garnished with coriander.
2850,1966,1,Arrange 6 papdis on a serving plate.
2851,1966,2,Top each papdi with 2 tsp of the corn topping and 1 ½ tsp of tomato chutney over it.
2852,1966,3,Sprinkle ½ tsp of pomegranate and 1 ½ tsp of sev over each papdi.
2853,1966,4,Repeat steps 1 to 3 to make 4 more plates.
2854,1966,5,Serve immediately garnished with coriander.
2855,1967,1,"Boil enough water in a deep vessel and immerse the tomatoes in it for 2 to 3 minutes and drain. Peel the tomatoes, deseed them and blend in a mixer till smooth. Keep this tomato pulp aside."
2856,1967,2,Heat the oil in a broad non-stick pan; add the carom seeds and sauté for 30 seconds.
2857,1967,3,Add the garlic and sauté for a few more seconds.
2858,1967,4,"Add the tomato pulp, chilli powder, sugar and salt, mix well and cook on a slow flame for 4 to 5 minutes. Keep aside."
2859,1968,1,"Heat the soya oil in a pan, add the onions and garlic and sauté till they are golden brown."
2860,1968,2,Add the coconut and sauté while stirring continuously for about 2 minutes or till the coconut turns golden brown.
2861,1968,3,"Add the coriander, green chillies, ginger, turmeric powder and blend in a mixer to a smooth paste. Keep aside."
2862,1968,4,"Heat the same kadhai on a medium flame, add the prepared paste, salt and 1 cup of water and simmer for 8 to 10 minutes. Keep aside."
2863,1969,1,Cut each boiled potato into 2 halves horizontally.
2864,1969,2,"Scoop the potato halves, using a spoon so that a depression is created for the filling."
2865,1969,3,Sprinkle some salt over each potato halve and fill each potato halve with one portion of the corn filling.
2866,1969,4,Sprinkle 2 tsp of the cheese over each potato halve and align the potatoes on a baking tray and bake in a pre-heated oven at 200°c (400°f) for 10 minutes.
2867,1969,5,Serve immediately.
2868,1974,1,Divide the stuffing into 4 equal portions and keep aside.
2869,1974,2,Divide the dough into 8 equal portions.
2870,1974,3,Roll 2 portions of the dough separately into a 150 mm. (6”) diameter circle using a little whole wheat flour for rolling.
2871,1974,4,"Place a dough circle on a flat, dry surface and spread a portion of the stuffing over it."
2872,1974,5,Place the other dough circle over it and pinch the sides to seal it.
2873,1974,6,"Heat a non-stick tava (griddle) and cook the paratha, using a little ghee, till it turns golden brown in colour from both the sides."
2874,1974,7,Repeat steps 3 to 6 to make 3 more parathas.
2875,1976,1,"Mix together the sweet corn, macaroni, spinach, coriander, green chillies, cheese, salt and the prepared sauce in a bowl and mash well."
2876,1976,2,"Divide the mixture into 40 equal portions and shape each portion into a round balls and insert 	the bread sticks."
2877,1976,3,"Dip only the macaroni mixture into the flour paste, coat well with the bread crumbs and keep aside."
2878,1976,4,Deep fry the lollies over a high flame till they turn light brown in colour.
2879,1976,5,Serve with tomato ketchup.
2880,1977,1,"Combine the plain flour and ½ cup of water in a deep bowl, whisk well and keep aside."
2881,1977,2,"Combine the prepared thick sauce, sweet corn, spinach, rice, coriander, green chillies, cheese and salt in a deep bowl and mix well."
2882,1977,3,Divide the mixture into 20 equal portions and roll each portion into a round ball.
2883,1977,4,Dip each ball in the prepared plain flour-water mixture and roll in the bread crumbs till they are evenly coated from all the sides.
2884,1977,5,"Heat the oil in a deep non-stick and deep-fry, a few balls at a time, till they turn golden brown in colour from all the sides. Drain on an absorbent paper."
2885,1977,6,Serve hot with tomato ketchup.
2886,1979,1,"Dry roast all the masala ingredients on a tawa, till you get the aroma. Cool and grind to fine powder. Keep aside."
2887,1982,1,You may alternatively toast the bread slices in a toaster and then butter them.
2888,1986,1,"Combine the bread slices and curds in a bowl, mix well and cover with  a lid and keep aside for 5 minutes."
2889,1986,2,Combine all the ingredients along with the bread-curd mixture in a deep bowl and mix very well.
2890,1986,3,Divide the mixture into 12 equal portions and roll each portion into a ball.
2891,1986,4,Heat the oil in a deep non-stick pan and deep-fry a few cottage cheese balls at time on a medium flame till they turn golden brown in colour from all the sides. Drain on an absorbent paper and keep aside.
2892,1989,1,Combine the white sauce and spinach purée in a deep- non-stick pan and cook on a medium flame for 1 minute.
2893,1989,2,Add little salt and pepper if required. Keep aside.
2894,1993,1,Combine the cornflour and 2 cups of water in a deep bowl and mix well. Keep aside.
2895,1993,2,"Heat the oil in a broad non-stick pan, add the garlic, ginger and green chillies and sauté on a medium flame for 30 seconds."
2896,1993,3,Add the onions and spring onion whites and greens and sauté on a medium flame for 1 minute.
2897,1993,4,Add the capsicum and baby corn and sauté on a medium flame for 2 minutes.
2898,1993,5,"Add the cornflour-water mixture, soya sauce, red chilli sauce and salt, mix well and cook on a medium flame for 3 to 4 minutes, while stirring continuously."
2899,1994,1,"Shred the spinach, wash it thoroughly with water and drain well. Spread it on a muslin cloth and allow it to dry completely."
2900,1995,1,Deep fry each wonton wrapper in hot oil for a few seconds till they are golden brown.  
2901,1995,2,Cool and store in an airtight container.  
2902,1996,1,"To make ½ cup tea decoction, combine 1 cup of water with 1 tsp sugar, 1 tsp tea leaves and bring to a boil. Let it cool for 15-20 minutes. Strain and use in the recipe."
2903,2012,1,"Heat the butter in a deep non-stick pan, add the onions and sauté on a medium flame for 2 minutes."
2904,2012,2,"Add the spinach and green chillies, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
2905,2012,3,"Add 2 cups of water, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
2906,2012,4,Allow the mixture to cool completely. Once cooled blend in a mixer till smooth.
2907,2012,5,"Transfer the mixture back into the same deep non-stick pan, add the white sauce and a little salt, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
2908,2012,6,Serve immediately garnished with fresh cream.
2909,2013,1,"


			While adding milk to any soup always remember the temperature of the soup and milk should be same, i.e. hot is to hot and cold is to cold or else the milk will split.
"
2910,2013,2,"


			We have used full-fat milk, but if you wish you can use low-fat milk.
"
2911,2013,3,"


			If you love spinach in soup check out our Spinach Soup recipes with different combos like Moong Dal mand Spinach Soup, Rajma and Spinach Soup, Corn Tomato and Spinach Soup, Carrot and Spinach Soup, Spinach and Mint Soup , Clear Soup with spinach and Mushrooms.
"
2912,2016,1,"Dip the sweet corn cake pieces in the batter, a few at a time and deep-fry in hot oil till they turn golden brown in colour from all the sides. Drain on an absorbent paper."
2913,2016,2,"Serve immediately with schezuan sauce, honey chilli sauce and green onion and ginger dip."
2914,2017,1,Feel free to use beans sprouts instead of alfalfa sprouts.
2915,2025,1,"Heat the oil in a broad non-stick pan, add the onions and sauté on a medium flame for 1 minute."
2916,2025,2,"Add the green chillies and tomatoes, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
2917,2025,3,"Add the cauliflower florets and salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
2918,2025,4,"Add the cornflour-milk mixture, mix well and cook on a medium flame for 2 more minutes, while stirring continuously."
2919,2025,5,"Add the paste and coriander, mix well and cook on a medium flame for another 3 minutes."
2920,2025,6,Serve hot.
2921,2026,1,Remove the crust from all the bread slices.
2922,2026,2,Roll each slice with help of a rolling pin.
2923,2026,3,Press the rolled slices into the cavities of a muffin tray that is lightly greased with butter.
2924,2026,4,Bake in a pre-heated oven at 200°c (400°f) for 8 to 10 minutes or till crisp. Keep aside
