recipe_id,step,description
342,2,"Combine the remaining 3 tbsp of oil and the prepared paste in a microwave safe bowl, mix well, cover with a microwave safe lid and microwave on high for 5 minutes, while stirring once in between after 2½ minutes."
342,3,"Add the tomato purée, remaining chilli powder, garam masala, cumin seeds powder, coriander powder and salt, mix well and microwave on high for 3 minutes."
342,4,"Add the paneer, cream and sugar, mix well and microwave on high for 2 minutes."
342,5,Serve hot garnished with coriander.
343,1,"Clean, wash and soak the rice and toovar dal in enough water for 15 minutes. Drain and keep aside."
343,2,"Heat the ghee in a pressure cooker, add the cloves and cinnamon and sauté on a medium flame for a few seconds."
343,3,Add the asafoetida and turmeric powder and mix well.
343,4,"Add the rice, toovar dal, salt and 4 cups of hot water, mix well and pressure cook for 4 whistles."
343,5,"Allow the steam to escape before opening the lid, mix well. Keep aside."
344,1,"Combine the yeast, 1 tbsp of sugar and ¼ cup of warm water in a small bowl, cover it with a lid and keep aside for 10 minutes."
344,2,"Combine the plain flour, the remaining 2 tbsp of sugar, yeast-sugar mixture, oil and salt in a deep bowl and knead it into soft dough using enough water."
344,3,Cover the dough with a damp muslin cloth and keep aside for 1 hour.
344,4,Deflate the dough by pressing it lightly with your fingers.
344,5,"Sprinkle the plain flour over a smooth, flat surface, place the dough over it and knead it very well. If the dough is getting sticky while kneading, then sprinkle a little plain flour if required."
344,6,Divide the dough into 18 equal portions.
344,7,"Take a portion of the dough  on your palm, make a hole with help of your index finger and roll the dough with the help of another index finger into a shape of a donut of about 100 mm. (4”) in diameter and place on a baking tray."
344,8,Repeat step 7 to shape 17 more bagels.
344,9,Cover them with a damp muslin cloth and keep aside for 15 minutes.
344,10,"Combine the honey and 4 cups of water in a deep non-stick pan, mix well and cook on medium flame for 4 minutes."
344,11,Put 3 bagels in it at a time and cook the bagels on a medium flame for 1 minute on each side.
344,12,Repeat step 11 to cook 15 more bagels.
344,13,Sprinkle sesame seeds on 9 bagels and black sesame seeds on other 9 bagels evenly and place them on a baking tray at regular intervals.
344,14,Bake it in a pre-heated oven at 200°c (400°f) for 25 minutes.
344,15,15. Cool slightly and serve warm.
345,1,Combine all the ingredients in a microwave-proof bowl and microwave on high for 3 minutes stirring once in between after every 1½ minutes.
345,2,"Remove, cool and grind to a powder in a mixer. Keep aside."
346,1,Combine the yeast and 2 tbsp of warm water in a small bowl and mix well. Cover with a lid and keep aside for 10 minutes.
346,2,"Combine the plain flour, salt and yeast mixture in a deep bowl, mix well and knead into a loose sticky dough using enough warm water."
346,3,"Transfer the dough into a greased deep bowl, cover it with a damp muslin cloth and keep aside in a warm place for 45 minutes."
346,4,"Dust your fingers with little plain flour, scrape the sides of the bowl so as to loosen the dough. Pull the dough and fold it over it, repeat it at least for 5 to 6 times."
346,5,Cover the dough again with a damp muslin cloth and  keep aside in a warm place for 2 hours.
346,6,"Put the dough onto a dusted board, do not knead it. Pull and fold again for 3 to 4 times."
346,7,Divide the dough into 2 equal portions using a sharp knife.
346,8,"Take a portion of the dough, pat it to form  a rectangle."
346,9,Roll the dough to make a 300 mm. (12”) long cylindrical roll and pinch the edges and the sides all over to seal it properly.
346,10,Repeat steps 8 and 9 with one more portion.
346,11,"Place both the rolled cylindrical rolls into a dusted baking tray, cover it with a damp muslin cloth and keep aside for 1 hour."
346,12,Remove the damp muslin cloth and make 2 to 3 light incisions using a sharp knife over each rolled dough at regular intervals. Keep aside.
346,13,Place an aluminium bowl filled with water in the lower shelf of the oven heat at 250°c (500°f) for 15 minutes.
346,14,Place the baking tray with the slit rolls in the middle shelf of the oven and bake them at 250°c (500°f) for 25 to 30 minutes. Do not remove the aluminium bowl filled with water at this stage.
346,15,"While the bread rolls are been baked, brush little water over each roll  twice after every 10 minutes, till they turn dark brown in colour and harden from the top."
346,16,Remove them from the baking tray and allow them to cool completely.
346,17,Slice it and serve or store in an air-tight container and use as required.
347,1,Combine all the ingredients in a kadhai and dry roast on a slow flame for 3 to 4 minutes or till they release a pleasant aroma. Keep aside to cool.
347,2,Blend in a mixer to a fine powder and use as required. Store in an air-tight container.
348,1,"Combine the black peppercorns, dry red chilli flakes, coriander seeds, cinnamon, cumin seeds and cloves in a broad non-stick pan and dry roast on a medium flame for 3 minutes, while stirring continuously."
348,2,"Add the nutmeg powder, dry ginger powder, cardamom powder and sauté on a medium flame for 30 seconds. Cool completely."
348,3,"Once cooled, blend in a mixer to a fine powder and store in an air-tight container."
348,4,Use as required.
349,1,"Combine the chilli powder, turmeric powder, lemon juice, besan, salt and 2 tbsp of water in a deep bowl and mix well."
349,2,Add the baingan slices and mix well. Keep aside.
349,3,"Heat a non-stick tava (griddle), grease it with ½ tsp of oil, arrange half the baingan slices and cook using ½ tsp of oil on both the sides till golden brown in colour."
349,4,Repeat step 3 to make 1 more batch.
349,5,Serve immediately.
350,1,"Grease the brinjal with a little oil, make slits all over the surface at equal intervals and roast over an open flame for 10 to 12 minutes or till the brinjal turns soft and black, while turning occasionally. Keep aside to cool slightly."
350,2,Cut the stem and discard it. Peel the skin and mash it using a potato masher. Keep aside.
350,3,Heat the ghee in a broad non-stick pan and add the cumin seeds.
350,4,"When the seeds crackle, add the onions and sauté on a medium flame for 1 minute."
350,5,"Add the ginger paste, garlic paste and green chillies and sauté on a medium flame for a few seconds."
350,6,"Add the tomatoes, turmeric powder and coriander-cumin seeds powder, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
350,7,"Add the roasted and mashed brinjal, garam masala and salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally."
350,8,Serve hot garnished with coriander.
351,1,"Prick the brinjal with a fork at regular intervals, apply the oil evenly over it."
351,2,Roast it on a medium flame till it turns black from all the sides.
351,3,Remove the skin and roughly chop it.
351,4,Blend in a mixer along with the green chillies till smooth. Keep aside.
351,5,"Combine the curds, garlic paste, coriander and salt in a deep bowl and mix very well."
351,6,Add the baingan mixture and mix well.
351,7,Refrigerate for atleast 1 hour and serve chilled.
352,1,Grease the brinjal with oil and roast it over an open flame till it is cooked.
352,2,Cool and peel the skin. Mash the pulp thoroughly and keep aside.
352,3,Heat the ghee in a pan and add the cumin seeds.
352,4,When they crackle add the onions and sauté till they turn golden brown.
352,5,"Add the ginger, garlic and green chillies and sauté for a few more seconds."
352,6,"Add the tomatoes, turmeric powder, coriander-cumin seeds powder and cook till the mixture leaves oil."
352,7,"Add the mashed brinjal, punjabi garam masala and salt, mix well and cook for 3-4 minutes."
352,8,Serve hot garnished with coriander.
353,1,Place the brinjals on the microwave turnable and microwave on high for 5 minutes. De-skin the brinjals and keep the pulp aside.
353,2,"Combine the oil, onions, green chillies and ginger in a microwave-proof bowl and microwave on high for 3 minutes stirring once in between after 1½ minutes."
353,3,"Add the brinjal pulp, coriander powder, chilli powder, turmeric powder and salt, mix well and microwave on high for 1 minute."
353,4,"Add the garam masala, tomato purée and tomatoes, mix well and microwave on high for 2 minutes."
353,5,Serve hot garnished with green chillies.
354,1,"Make slits at equal intervals all over the surface of the brinjal and roast it over an open flame for 10 to 12 minutes or till the brinjal turns soft and black, while turning occasionally. Keep aside to cool slightly."
354,2,Peel the skin of the brinjal.
354,3,"Cut the stem and discard it, chop it roughly and then mash it. Keep aside."
354,4,"Heat the oil in a deep non-stick pan, add the onions, ginger paste and garlic paste and sauté on a medium flame for 1 to 2 minutes."
354,5,"Add the chilli powder, green chillies and sauté on a medium flame for 30 seconds."
354,6,"Add the mashed brinjal and coriander, mix well and cook on a medium flame for 4 minutes ,while stirring occasionally."
354,7,Add the lemon juice and mix well.
354,8,Serve immediately or store in an air-tight container and use as required.
355,1,Heat the oil in a non-stick kadhai and add the mustard seeds.
355,2,"When the seeds crackle, add the brinjals, turmeric powder, salt and ½ cup of water and fenugreek leaves and mix well. Cover with a lid and cook on a medium flame for 4 to 5 minutes or till the brinjals are cooked, while stirring occasionally."
355,3,"Add the prepared powder and dried mango powder, mix well and cook on a medium flame for another 1 to 2 minutes, while stirring occasionally."
355,4,Add the lemon juice and mix well.
355,5,Serve hot.
356,1,Heat the oil in a deep non-stick kadhai and deep-fry a few brinjal pieces on a medium flame till they are golden brown. Drain on absorbent paper and keep aside.
356,2,Heat the ghee in a deep non-stick kadhai and add the cumin seeds and sauté on a medium flame for few seconds.
356,3,Add the onions and sauté  on a medium flame for 5 minutes.
356,4,"Add the ginger-garlic paste, chilli powder, coriander powder, turmeric powder and 1 cup of water, mix well and cook on a medium flame  for 2 minutes, while stirring occasionally."
356,5,"Add the tomatoes, mix well  and cook on a medium flame for 5 minutes, while stirring occasionally."
356,6,"Add the tomato purée, sugar, fresh cream and salt, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
